code,name,type,abbr,full
003162,博时富宁纯债债券,债券型-长债,BSFNCZZQ,BOSHIFUNINGCHUNZHAIZHAIQUAN
003163,金鹰添益3个月定开债,债券型-长债,JYTY3GYDKZ,JINYINGTIANYI3GEYUEDINGKAIZHAI
003164,建信现金添利货币B,货币型-普通货币,JXXJTLHBB,JIANXINXIANJINTIANLIHUOBIB
003165,鹏华弘嘉混合A,混合型-灵活,PHHJHHA,PENGHUAHONGJIAHUNHEA
003166,鹏华弘嘉混合C,混合型-灵活,PHHJHHC,PENGHUAHONGJIAHUNHEC
003167,前海开源鼎瑞债券A,债券型-混合二级,QHKYDRZQA,QIANHAIKAIYUANDINGRUIZHAIQUANA
003168,前海开源鼎瑞债券C,债券型-混合二级,QHKYDRZQC,QIANHAIKAIYUANDINGRUIZHAIQUANC
003169,长盛盛辉混合A,混合型-灵活,CSSHHHA,CHANGSHENGSHENGHUIHUNHEA
003170,长盛盛辉混合C,混合型-灵活,CSSHHHC,CHANGSHENGSHENGHUIHUNHEC
003171,信澳慧理财货币,货币型-普通货币,XAHLCHB,XINAOHUILICAIHUOBI
003173,民生加银鑫安纯债C,债券型-长债,MSJYXACZC,MINSHENGJIAYINXINANCHUNZHAIC
003175,华泰柏瑞多策略混合A,混合型-灵活,HTBRDCLHHA,HUATAIBAIRUIDUOCELUEHUNHEA
003176,德邦景颐债券A,债券型-混合二级,DBJYZQA,DEBANGJINGYIZHAIQUANA
003177,德邦景颐债券C,债券型-混合二级,DBJYZQC,DEBANGJINGYIZHAIQUANC
003179,山西裕利定开债,债券型-长债,SXYLDKZ,SHANXIYULIDINGKAIZHAI
003180,前海联合添利债券A,债券型-混合二级,QHLHTLZQA,QIANHAILIANHETIANLIZHAIQUANA
003181,前海联合添利债券C,债券型-混合二级,QHLHTLZQC,QIANHAILIANHETIANLIZHAIQUANC
003182,华富弘鑫混合A,混合型-灵活,HFHXHHA,HUAFUHONGXINHUNHEA
003183,华富弘鑫混合C,混合型-灵活,HFHXHHC,HUAFUHONGXINHUNHEC
003184,财通中证ESG100指数增强C,指数型-股票,CTZZESG100ZSZQC,CAITONGZHONGZHENGESG100ZHISHUZENGQIANGC
003185,建信货币B,货币型-普通货币,JXHBB,JIANXINHUOBIB
003186,鹏华兴安定期开放混合,混合型-灵活,PHXADQKFHH,PENGHUAXINGANDINGQIKAIFANGHUNHE
003187,嘉实安益混合C,混合型-灵活,JSAYHHC,JIASHIANYIHUNHEC
003188,博时聚源纯债债券A,债券型-长债,BSJYCZZQA,BOSHIJUYUANCHUNZHAIZHAIQUANA
003189,汇添富保鑫灵活配置混合A,混合型-灵活,HTFBXLHPZHHA,HUITIANFUBAOXINLINGHUOPEIZHIHUNHEA
003190,创金合信消费主题股票A,股票型,CJHXXFZTGPA,CHUANGJINHEXINXIAOFEIZHUTIGUPIAOA
003191,创金合信消费主题股票C,股票型,CJHXXFZTGPC,CHUANGJINHEXINXIAOFEIZHUTIGUPIAOC
003192,创金合信尊丰纯债,债券型-长债,CJHXZFCZ,CHUANGJINHEXINZUNFENGCHUNZHAI
003193,创金合信尊智纯债债券A,债券型-长债,CJHXZZCZZQA,CHUANGJINHEXINZUNZHICHUNZHAIZHAIQUANA
003194,汇添富中证上海国企ETF联接A,指数型-股票,HTFZZSHGQETFLJA,HUITIANFUZHONGZHENGSHANGHAIGUOQIETFLIANJIEA
003195,光大永利纯债A,债券型-长债,GDYLCZA,GUANGDAYONGLICHUNZHAIA
003196,光大永利纯债C,债券型-长债,GDYLCZC,GUANGDAYONGLICHUNZHAIC
003197,光大安诚债券A,债券型-混合二级,GDACZQA,GUANGDAANCHENGZHAIQUANA
003198,光大安诚债券C,债券型-混合二级,GDACZQC,GUANGDAANCHENGZHAIQUANC
003199,长盛盛琪一年债券A,债券型-长债,CSSQYNZQA,CHANGSHENGSHENGQIYINIANZHAIQUANA
003200,长盛盛琪一年债券C,债券型-长债,CSSQYNZQC,CHANGSHENGSHENGQIYINIANZHAIQUANC
003204,财通收益增强债券C,债券型-混合二级,CTSYZQZQC,CAITONGSHOUYIZENGQIANGZHAIQUANC
003205,财通可转债债券C,债券型-混合二级,CTKZZZQC,CAITONGKEZHUANZHAIZHAIQUANC
003206,博时合鑫货币B,货币型-普通货币,BSHXHBB,BOSHIHEXINHUOBIB
003207,博时富发纯债债券A,债券型-长债,BSFFCZZQA,BOSHIFUFACHUNZHAIZHAIQUANA
003209,鹏华丰达债券,债券型-长债,PHFDZQ,PENGHUAFENGDAZHAIQUAN
003210,博时智臻纯债债券,债券型-长债,BSZZCZZQ,BOSHIZHIZHENCHUNZHAIZHAIQUAN
003213,中银悦享定期开放债券发起式,债券型-长债,ZYYXDQKFZQFQS,ZHONGYINYUEXIANGDINGQIKAIFANGZHAIQUANFAQISHI
003214,易方达富惠纯债债券A,债券型-长债,YFDFHCZZQA,YIFANGDAFUHUICHUNZHAIZHAIQUANA
003218,前海开源祥和债券A,债券型-混合二级,QHKYXHZQA,QIANHAIKAIYUANXIANGHEZHAIQUANA
003219,前海开源祥和债券C,债券型-混合二级,QHKYXHZQC,QIANHAIKAIYUANXIANGHEZHAIQUANC
003220,浙商惠利纯债债券,债券型-长债,ZSHLCZZQ,ZHESHANGHUILICHUNZHAIZHAIQUAN
003221,新华丰利债券A,债券型-混合二级,XHFLZQA,XINHUAFENGLIZHAIQUANA
003222,新华丰利债券C,债券型-混合二级,XHFLZQC,XINHUAFENGLIZHAIQUANC
003223,广发景丰纯债,债券型-长债,GFJFCZ,GUANGFAJINGFENGCHUNZHAI
003226,中信保诚稳健债券A,债券型-长债,ZXBCWJZQA,ZHONGXINBAOCHENGWENJIANZHAIQUANA
003227,中信保诚稳健债券C,债券型-长债,ZXBCWJZQC,ZHONGXINBAOCHENGWENJIANZHAIQUANC
003228,浦银安盛日日鑫货币A,货币型-普通货币,PYASRRXHBA,PUYINANSHENGRIRIXINHUOBIA
003229,浦银安盛日日鑫货币B,货币型-普通货币,PYASRRXHBB,PUYINANSHENGRIRIXINHUOBIB
003230,创金合信医疗保健股票A,股票型,CJHXYLBJGPA,CHUANGJINHEXINYILIAOBAOJIANGUPIAOA
003231,创金合信医疗保健股票C,股票型,CJHXYLBJGPC,CHUANGJINHEXINYILIAOBAOJIANGUPIAOC
003234,中信保诚至利混合A,混合型-灵活,ZXBCZLHHA,ZHONGXINBAOCHENGZHILIHUNHEA
003235,中信保诚至利混合C,混合型-灵活,ZXBCZLHHC,ZHONGXINBAOCHENGZHILIHUNHEC
003238,新华外延增长主题灵活配置混合,混合型-灵活,XHWYZZZTLHPZHH,XINHUAWAIYANZENGZHANGZHUTILINGHUOPEIZHIHUNHE
003239,博时安祺6个月定开债A,债券型-长债,BSAQ6GYDKZA,BOSHIANQI6GEYUEDINGKAIZHAIA
003240,博时安祺6个月定开债C,债券型-长债,BSAQ6GYDKZC,BOSHIANQI6GEYUEDINGKAIZHAIC
003241,创金合信量化发现混合A,混合型-灵活,CJHXLHFXHHA,CHUANGJINHEXINLIANGHUAFAXIANHUNHEA
003242,创金合信量化发现混合C,混合型-灵活,CJHXLHFXHHC,CHUANGJINHEXINLIANGHUAFAXIANHUNHEC
003243,摩根中国世纪混合(QDII)人民币,QDII-混合灵活,MGZGSJHHQDIIRMB,MOGENZHONGGUOSHIJIHUNHEQDIIRENMINBI
003244,摩根中国世纪混合(QDII)美元现钞,QDII-混合灵活,MGZGSJHHQDIIMYXC,MOGENZHONGGUOSHIJIHUNHEQDIIMEIYUANXIANCHAO
003245,摩根中国世纪混合(QDII)美元现汇,QDII-混合灵活,MGZGSJHHQDIIMYXH,MOGENZHONGGUOSHIJIHUNHEQDIIMEIYUANXIANHUI
003246,华泰柏瑞天添宝货币A,货币型-普通货币,HTBRTTBHBA,HUATAIBAIRUITIANTIANBAOHUOBIA
003252,大成添益交易型货币A,货币型-普通货币,DCTYJYXHBA,DACHENGTIANYIJIAOYIXINGHUOBIA
003253,大成添益交易型货币B,货币型-普通货币,DCTYJYXHBB,DACHENGTIANYIJIAOYIXINGHUOBIB
003254,前海开源鼎裕债券A,债券型-混合二级,QHKYDYZQA,QIANHAIKAIYUANDINGYUZHAIQUANA
003255,前海开源鼎裕债券C,债券型-混合二级,QHKYDYZQC,QIANHAIKAIYUANDINGYUZHAIQUANC
003258,博时富祥纯债债券A,债券型-长债,BSFXCZZQA,BOSHIFUXIANGCHUNZHAIZHAIQUANA
003259,博时聚利3个月定开债发起式,债券型-长债,BSJL3GYDKZFQS,BOSHIJULI3GEYUEDINGKAIZHAIFAQISHI
003260,博时利发纯债债券A,债券型-长债,BSLFCZZQA,BOSHILIFACHUNZHAIZHAIQUANA
003264,新华活期添利货币B,货币型-普通货币,XHHQTLHBB,XINHUAHUOQITIANLIHUOBIB
003265,招商招坤纯债A,债券型-长债,ZSZKCZA,ZHAOSHANGZHAOKUNCHUNZHAIA
003266,招商招坤纯债C,债券型-长债,ZSZKCZC,ZHAOSHANGZHAOKUNCHUNZHAIC
003267,新华壹诺宝货币B,货币型-普通货币,XHYNBHBB,XINHUAYINUOBAOHUOBIB
003268,博时悦楚纯债债券A,债券型-长债,BSYCCZZQA,BOSHIYUECHUCHUNZHAIZHAIQUANA
003269,招商招乾3个月定开债A,债券型-长债,ZSZQ3GYDKZA,ZHAOSHANGZHAOQIAN3GEYUEDINGKAIZHAIA
003270,招商招乾3个月定开债C,债券型-长债,ZSZQ3GYDKZC,ZHAOSHANGZHAOQIAN3GEYUEDINGKAIZHAIC
003275,国联安添利增长债A,债券型-混合二级,GLATLZZZA,GUOLIANANTIANLIZENGZHANGZHAIA
003276,国联安添利增长债C,债券型-混合二级,GLATLZZZC,GUOLIANANTIANLIZENGZHANGZHAIC
003277,中信保诚稳瑞债券A,债券型-长债,ZXBCWRZQA,ZHONGXINBAOCHENGWENRUIZHAIQUANA
003278,中信保诚稳瑞债券C,债券型-长债,ZXBCWRZQC,ZHONGXINBAOCHENGWENRUIZHAIQUANC
003280,鹏华丰恒债券,债券型-长债,PHFHZQ,PENGHUAFENGHENGZHAIQUAN
003281,广发活期宝货币B,货币型-普通货币,GFHQBHBB,GUANGFAHUOQIBAOHUOBIB
003282,中信保诚至裕混合A,混合型-灵活,ZXBCZYHHA,ZHONGXINBAOCHENGZHIYUHUNHEA
003283,中信保诚至裕混合C,混合型-灵活,ZXBCZYHHC,ZHONGXINBAOCHENGZHIYUHUNHEC
003284,中邮医药健康混合,混合型-灵活,ZYYYJKHH,ZHONGYOUYIYAOJIANKANGHUNHE
003285,国寿安保安康纯债债券,债券型-长债,GSABAKCZZQ,GUOSHOUANBAOANKANGCHUNZHAIZHAIQUAN
003286,平安惠享纯债A,债券型-长债,PAHXCZA,PINGANHUIXIANGCHUNZHAIA
003287,中信保诚稳益A,债券型-长债,ZXBCWYA,ZHONGXINBAOCHENGWENYIA
003288,中信保诚稳益C,债券型-长债,ZXBCWYC,ZHONGXINBAOCHENGWENYIC
003289,创金合信尊泰纯债债券,债券型-长债,CJHXZTCZZQ,CHUANGJINHEXINZUNTAICHUNZHAIZHAIQUAN
003290,长城久稳债券A,债券型-长债,CCJWZQA,CHANGCHENGJIUWENZHAIQUANA
003291,信澳健康中国混合A,混合型-灵活,XAJKZGHHA,XINAOJIANKANGZHONGGUOHUNHEA
003292,嘉实优势成长混合A,混合型-灵活,JSYSCZHHA,JIASHIYOUSHICHENGZHANGHUNHEA
003293,易方达科瑞混合,混合型-灵活,YFDKRHH,YIFANGDAKERUIHUNHE
003295,南方安裕混合A,混合型-偏债,NFAYHHA,NANFANGANYUHUNHEA
003297,招商双债增强债券(LOF)E,债券型-混合一级,ZSSZZQZQLOFE,ZHAOSHANGSHUANGZHAIZENGQIANGZHAIQUANLOFE
003298,嘉实物流产业股票A,股票型,JSWLCYGPA,JIASHIWULIUCHANYEGUPIAOA
003299,嘉实物流产业股票C,股票型,JSWLCYGPC,JIASHIWULIUCHANYEGUPIAOC
003300,华夏圆和混合A,混合型-灵活,HXYHHHA,HUAXIAYUANHEHUNHEA
003301,华夏鼎融债券A,债券型-混合二级,HXDRZQA,HUAXIADINGRONGZHAIQUANA
003302,华夏鼎融债券C,债券型-混合二级,HXDRZQC,HUAXIADINGRONGZHAIQUANC
003304,前海开源沪港深核心资源混合A,混合型-灵活,QHKYHGSHXZYHHA,QIANHAIKAIYUANHUGANGSHENHEXINZIYUANHUNHEA
003305,前海开源沪港深核心资源混合C,混合型-灵活,QHKYHGSHXZYHHC,QIANHAIKAIYUANHUGANGSHENHEXINZIYUANHUNHEC
003308,中信建投睿利A,混合型-灵活,ZXJTRLA,ZHONGXINJIANTOURUILIA
003309,兴业启元一年定开债A,债券型-长债,XYQYYNDKZA,XINGYEQIYUANYINIANDINGKAIZHAIA
003310,兴业启元一年定开债C,债券型-长债,XYQYYNDKZC,XINGYEQIYUANYINIANDINGKAIZHAIC
003313,中银睿享定开债券,债券型-长债,ZYRXDKZQ,ZHONGYINRUIXIANGDINGKAIZHAIQUAN
003314,浙商惠南纯债债券,债券型-长债,ZSHNCZZQ,ZHESHANGHUINANCHUNZHAIZHAIQUAN
003315,景顺长城政策性金融债A,债券型-长债,JSCCZCXJRZA,JINGSHUNCHANGCHENGZHENGCEXINGJINRONGZHAIA
003316,中银证券现金管家货币A,货币型-普通货币,ZYZQXJGJHBA,ZHONGYINZHENGQUANXIANJINGUANJIAHUOBIA
003317,中银证券现金管家货币B,货币型-普通货币,ZYZQXJGJHBB,ZHONGYINZHENGQUANXIANJINGUANJIAHUOBIB
003318,景顺长城中证500行业中性低波动指数A,指数型-股票,JSCCZZ500HYZXDBDZSA,JINGSHUNCHANGCHENGZHONGZHENG500HANGYEZHONGXINGDIBODONGZHISHUA
003321,易方达原油C类人民币,QDII-商品,YFDYYCLRMB,YIFANGDAYUANYOUCLEIRENMINBI
003322,易方达原油A类美元汇,QDII-商品,YFDYYALMYH,YIFANGDAYUANYOUALEIMEIYUANHUI
003323,易方达原油C类美元汇,QDII-商品,YFDYYCLMYH,YIFANGDAYUANYOUCLEIMEIYUANHUI
003324,东方永兴18个月定开债A,债券型-长债,DFYX18GYDKZA,DONGFANGYONGXING18GEYUEDINGKAIZHAIA
003325,东方永兴18个月定开债C,债券型-长债,DFYX18GYDKZC,DONGFANGYONGXING18GEYUEDINGKAIZHAIC
003327,万家鑫璟纯债A,债券型-长债,WJXJCZA,WANJIAXINJINGCHUNZHAIA
003328,万家鑫璟纯债C,债券型-长债,WJXJCZC,WANJIAXINJINGCHUNZHAIC
003329,万家鑫安纯债债券A,债券型-长债,WJXACZZQA,WANJIAXINANCHUNZHAIZHAIQUANA
003330,万家鑫安纯债债券C,债券型-长债,WJXACZZQC,WANJIAXINANCHUNZHAIZHAIQUANC
003331,博时乐臻定开混合,混合型-偏债,BSLZDKHH,BOSHILEZHENDINGKAIHUNHE
003333,泰信智选成长灵活配置混合A,混合型-灵活,TXZXCZLHPZHHA,TAIXINZHIXUANCHENGZHANGLINGHUOPEIZHIHUNHEA
003336,长江收益增强债券,债券型-混合二级,CJSYZQZQ,CHANGJIANGSHOUYIZENGQIANGZHAIQUAN
003337,南方颐元定开债券发起,债券型-长债,NFYYDKZQFQ,NANFANGYIYUANDINGKAIZHAIQUANFAQI
003341,工银瑞盈18个月定开债,债券型-混合二级,GYRY18GYDKZ,GONGYINRUIYING18GEYUEDINGKAIZHAI
003343,鹏华弘惠灵活配置混合A,混合型-灵活,PHHHLHPZHHA,PENGHUAHONGHUILINGHUOPEIZHIHUNHEA
003344,鹏华弘惠灵活配置混合C,混合型-灵活,PHHHLHPZHHC,PENGHUAHONGHUILINGHUOPEIZHIHUNHEC
003345,安信新成长混合A,混合型-灵活,AXXCZHHA,ANXINXINCHENGZHANGHUNHEA
003346,安信新成长混合C,混合型-灵活,AXXCZHHC,ANXINXINCHENGZHANGHUNHEC
003349,长信稳益纯债,债券型-长债,CXWYCZ,CHANGXINWENYICHUNZHAI
003357,嘉实稳祥纯债债券C,债券型-长债,JSWXCZZQC,JIASHIWENXIANGCHUNZHAIZHAIQUANC
003358,易方达中债7-10年国开债A,指数型-固收,YFDZZ710NGKZA,YIFANGDAZHONGZHAI710NIANGUOKAIZHAIA
003359,大成360互联网+大数据100C,指数型-股票,DC360HLWDSJ100C,DACHENG360HULIANWANGDASHUJU100C
003360,前海开源瑞和债券A,债券型-混合二级,QHKYRHZQA,QIANHAIKAIYUANRUIHEZHAIQUANA
003361,前海开源瑞和债券C,债券型-混合二级,QHKYRHZQC,QIANHAIKAIYUANRUIHEZHAIQUANC
003363,长江乐享货币A,货币型-普通货币,CJLXHBA,CHANGJIANGLEXIANGHUOBIA
003364,长江乐享货币B,货币型-普通货币,CJLXHBB,CHANGJIANGLEXIANGHUOBIB
003365,长江乐享货币C,货币型-普通货币,CJLXHBC,CHANGJIANGLEXIANGHUOBIC
003373,大成景禄灵活配置混合A,混合型-灵活,DCJLLHPZHHA,DACHENGJINGLULINGHUOPEIZHIHUNHEA
003374,大成景禄灵活配置混合C,混合型-灵活,DCJLLHPZHHC,DACHENGJINGLULINGHUOPEIZHIHUNHEC
003376,广发中债7-10年国开债指数A,指数型-固收,GFZZ710NGKZZSA,GUANGFAZHONGZHAI710NIANGUOKAIZHAIZHISHUA
003377,广发中债7-10年国开债指数C,指数型-固收,GFZZ710NGKZZSC,GUANGFAZHONGZHAI710NIANGUOKAIZHAIZHISHUC
003378,泰康策略优选混合,混合型-灵活,TKCLYXHH,TAIKANGCELUEYOUXUANHUNHE
003379,中信保诚至选混合A,混合型-灵活,ZXBCZXHHA,ZHONGXINBAOCHENGZHIXUANHUNHEA
003380,中信保诚至选混合C,混合型-灵活,ZXBCZXHHC,ZHONGXINBAOCHENGZHIXUANHUNHEC
003382,民生加银鑫享债券A,债券型-长债,MSJYXXZQA,MINSHENGJIAYINXINXIANGZHAIQUANA
003383,民生加银鑫享债券C,债券型-长债,MSJYXXZQC,MINSHENGJIAYINXINXIANGZHAIQUANC
003384,金鹰添盈纯债债券A,债券型-长债,JYTYCZZQA,JINYINGTIANYINGCHUNZHAIZHAIQUANA
003385,工银全球美元债A人民币,QDII-纯债,GYQQMYZARMB,GONGYINQUANQIUMEIYUANZHAIARENMINBI
003386,工银全球美元债A美元现汇,QDII-纯债,GYQQMYZAMYXH,GONGYINQUANQIUMEIYUANZHAIAMEIYUANXIANHUI
003387,工银全球美元债C,QDII-纯债,GYQQMYZC,GONGYINQUANQIUMEIYUANZHAIC
003388,招商招益宝货币A,货币型-普通货币,ZSZYBHBA,ZHAOSHANGZHAOYIBAOHUOBIA
003389,招商招益宝货币B,货币型-普通货币,ZSZYBHBB,ZHAOSHANGZHAOYIBAOHUOBIB
003390,江信一年定开,债券型-长债,JXYNDK,JIANGXINYINIANDINGKAI
003391,建信天添益货币A,货币型-普通货币,JXTTYHBA,JIANXINTIANTIANYIHUOBIA
003392,建信天添益货币B,货币型-普通货币,JXTTYHBB,JIANXINTIANTIANYIHUOBIB
003393,建信天添益货币C,货币型-普通货币,JXTTYHBC,JIANXINTIANTIANYIHUOBIC
003395,安信尊享纯债,债券型-长债,AXZXCZ,ANXINZUNXIANGCHUNZHAI
003396,东方红优享红利混合A,混合型-灵活,DFHYXHLHHA,DONGFANGHONGYOUXIANGHONGLIHUNHEA
003397,银华体育文化灵活配置混合A,混合型-灵活,YHTYWHLHPZHHA,YINHUATIYUWENHUALINGHUOPEIZHIHUNHEA
003398,太平日日金货币A,货币型-普通货币,TPRRJHBA,TAIPINGRIRIJINHUOBIA
003399,太平日日金货币B,货币型-普通货币,TPRRJHBB,TAIPINGRIRIJINHUOBIB
003400,建信恒瑞债券,债券型-混合一级,JXHRZQ,JIANXINHENGRUIZHAIQUAN
003401,工银可转债债券,债券型-混合二级,GYKZZZQ,GONGYINKEZHUANZHAIZHAIQUAN
003402,安信活期宝货币A,货币型-普通货币,AXHQBHBA,ANXINHUOQIBAOHUOBIA
003403,华商瑞丰短债A,债券型-中短债,HSRFDZA,HUASHANGRUIFENGDUANZHAIA
003406,南方多元定开债券,债券型-长债,NFDYDKZQ,NANFANGDUOYUANDINGKAIZHAIQUAN
003407,景顺长城景泰丰利纯债A,债券型-长债,JSCCJTFLCZA,JINGSHUNCHANGCHENGJINGTAIFENGLICHUNZHAIA
003408,景顺长城景泰丰利纯债C,债券型-长债,JSCCJTFLCZC,JINGSHUNCHANGCHENGJINGTAIFENGLICHUNZHAIC
003411,鹏华弘康灵活配置混合A,混合型-灵活,PHHKLHPZHHA,PENGHUAHONGKANGLINGHUOPEIZHIHUNHEA
003412,鹏华弘康灵活配置混合C,混合型-灵活,PHHKLHPZHHC,PENGHUAHONGKANGLINGHUOPEIZHIHUNHEC
003413,华泰柏瑞新经济沪港深混合A,混合型-灵活,HTBRXJJHGSHHA,HUATAIBAIRUIXINJINGJIHUGANGSHENHUNHEA
003417,中加丰泽纯债债券,债券型-长债,ZJFZCZZQ,ZHONGJIAFENGZECHUNZHAIZHAIQUAN
003418,华润元大润鑫债券A,债券型-长债,HRYDRXZQA,HUARUNYUANDARUNXINZHAIQUANA
003422,国寿安保添利货币A,货币型-普通货币,GSABTLHBA,GUOSHOUANBAOTIANLIHUOBIA
003423,国寿安保添利货币B,货币型-普通货币,GSABTLHBB,GUOSHOUANBAOTIANLIHUOBIB
003424,江信洪福纯债,债券型-长债,JXHFCZ,JIANGXINHONGFUCHUNZHAI
003425,江信添福A,债券型-长债,JXTFA,JIANGXINTIANFUA
003426,江信添福C,债券型-长债,JXTFC,JIANGXINTIANFUC
003428,中加丰盈一年定开债,债券型-长债,ZJFYYNDKZ,ZHONGJIAFENGYINGYINIANDINGKAIZHAI
003429,中证兴业中高等级信用债指数,指数型-固收,ZZXYZGDJXYZZS,ZHONGZHENGXINGYEZHONGGAODENGJIXINYONGZHAIZHISHU
003432,中信保诚至瑞混合A,混合型-灵活,ZXBCZRHHA,ZHONGXINBAOCHENGZHIRUIHUNHEA
003433,中信保诚至瑞混合C,混合型-灵活,ZXBCZRHHC,ZHONGXINBAOCHENGZHIRUIHUNHEC
003434,博时鑫泽灵活配置混合A,混合型-灵活,BSXZLHPZHHA,BOSHIXINZELINGHUOPEIZHIHUNHEA
003435,博时鑫泽灵活配置混合C,混合型-灵活,BSXZLHPZHHC,BOSHIXINZELINGHUOPEIZHIHUNHEC
003438,招商招怡纯债A,债券型-长债,ZSZYCZA,ZHAOSHANGZHAOYICHUNZHAIA
003439,招商招怡纯债C,债券型-长债,ZSZYCZC,ZHAOSHANGZHAOYICHUNZHAIC
003440,招商招享纯债A,债券型-长债,ZSZXCZA,ZHAOSHANGZHAOXIANGCHUNZHAIA
003441,招商招享纯债C,债券型-长债,ZSZXCZC,ZHAOSHANGZHAOXIANGCHUNZHAIC
003442,招商招惠3个月定期开放债券A,债券型-长债,ZSZH3GYDQKFZQA,ZHAOSHANGZHAOHUI3GEYUEDINGQIKAIFANGZHAIQUANA
003443,招商招惠3个月定期开放债券C,债券型-长债,ZSZH3GYDQKFZQC,ZHAOSHANGZHAOHUI3GEYUEDINGQIKAIFANGZHAIQUANC
003445,中加丰享纯债债券,债券型-长债,ZJFXCZZQ,ZHONGJIAFENGXIANGCHUNZHAIZHAIQUAN
003446,英大睿鑫A,混合型-灵活,YDRXA,YINGDARUIXINA
003447,英大睿鑫C,混合型-灵活,YDRXC,YINGDARUIXINC
003448,招商招华纯债A,债券型-长债,ZSZHCZA,ZHAOSHANGZHAOHUACHUNZHAIA
003449,招商招华纯债C,债券型-长债,ZSZHCZC,ZHAOSHANGZHAOHUACHUNZHAIC
003450,招商招信定开债A,债券型-长债,ZSZXDKZA,ZHAOSHANGZHAOXINDINGKAIZHAIA
003451,招商招信定开债C,债券型-长债,ZSZXDKZC,ZHAOSHANGZHAOXINDINGKAIZHAIC
003452,招商招盛纯债A,债券型-长债,ZSZSCZA,ZHAOSHANGZHAOSHENGCHUNZHAIA
003453,招商招盛纯债C,债券型-长债,ZSZSCZC,ZHAOSHANGZHAOSHENGCHUNZHAIC
003454,招商招通纯债A,债券型-长债,ZSZTCZA,ZHAOSHANGZHAOTONGCHUNZHAIA
003455,招商招通纯债C,债券型-长债,ZSZTCZC,ZHAOSHANGZHAOTONGCHUNZHAIC
003456,信澳新目标灵活配置混合,混合型-灵活,XAXMBLHPZHH,XINAOXINMUBIAOLINGHUOPEIZHIHUNHE
003457,国泰润泰纯债债券A,债券型-长债,GTRTCZZQA,GUOTAIRUNTAICHUNZHAIZHAIQUANA
003458,嘉实稳宏债券A,债券型-混合二级,JSWHZQA,JIASHIWENHONGZHAIQUANA
003459,嘉实稳宏债券C,债券型-混合二级,JSWHZQC,JIASHIWENHONGZHAIQUANC
003460,嘉实现金宝货币A,货币型-普通货币,JSXJBHBA,JIASHIXIANJINBAOHUOBIA
003461,嘉实稳元纯债债券A,债券型-长债,JSWYCZZQA,JIASHIWENYUANCHUNZHAIZHAIQUANA
003465,平安金管家货币A,货币型-普通货币,PAJGJHBA,PINGANJINGUANJIAHUOBIA
003467,富荣货币A,货币型-普通货币,FRHBA,FURONGHUOBIA
003468,富荣货币B,货币型-普通货币,FRHBB,FURONGHUOBIB
003471,前海联合添鑫3个月开债A,债券型-混合二级,QHLHTX3GYKZA,QIANHAILIANHETIANXIN3GEYUEKAIZHAIA
003472,前海联合添鑫3个月开债C,债券型-混合二级,QHLHTX3GYKZC,QIANHAILIANHETIANXIN3GEYUEKAIZHAIC
003473,南方天天利货币A,货币型-普通货币,NFTTLHBA,NANFANGTIANTIANLIHUOBIA
003474,南方天天利货币B,货币型-普通货币,NFTTLHBB,NANFANGTIANTIANLIHUOBIB
003476,南方安颐混合,混合型-偏债,NFAYHH,NANFANGANYIHUNHE
003478,民生加银腾元宝货币A,货币型-普通货币,MSJYTYBHBA,MINSHENGJIAYINTENGYUANBAOHUOBIA
003479,财通资管鑫管家货币A,货币型-普通货币,CTZGXGJHBA,CAITONGZIGUANXINGUANJIAHUOBIA
003480,财通资管鑫管家货币B,货币型-普通货币,CTZGXGJHBB,CAITONGZIGUANXINGUANJIAHUOBIB
003481,光大保德信耀钱包货币B,货币型-普通货币,GDBDXYQBHBB,GUANGDABAODEXINYAOQIANBAOHUOBIB
003482,交银天鑫宝货币A,货币型-普通货币,JYTXBHBA,JIAOYINTIANXINBAOHUOBIA
003483,交银天鑫宝货币E,货币型-普通货币,JYTXBHBE,JIAOYINTIANXINBAOHUOBIE
003484,金鹰鑫益混合A,混合型-灵活,JYXYHHA,JINYINGXINYIHUNHEA
003485,金鹰鑫益混合C,混合型-灵活,JYXYHHC,JINYINGXINYIHUNHEC
003486,平安惠隆纯债A,债券型-长债,PAHLCZA,PINGANHUILONGCHUNZHAIA
003487,平安惠融纯债,债券型-长债,PAHRCZ,PINGANHUIRONGCHUNZHAI
003493,申万菱信安鑫优选混合A,混合型-偏债,SWLXAXYXHHA,SHENWANLINGXINANXINYOUXUANHUNHEA
003494,富国天惠成长混合C,混合型-偏股,FGTHCZHHC,FUGUOTIANHUICHENGZHANGHUNHEC
003495,鹏华弘尚灵活配置混合A,混合型-灵活,PHHSLHPZHHA,PENGHUAHONGSHANGLINGHUOPEIZHIHUNHEA
003496,鹏华弘尚灵活配置混合C,混合型-灵活,PHHSLHPZHHC,PENGHUAHONGSHANGLINGHUOPEIZHIHUNHEC
003498,前海联合添和纯债A,债券型-长债,QHLHTHCZA,QIANHAILIANHETIANHECHUNZHAIA
003499,前海联合添和纯债C,债券型-长债,QHLHTHCZC,QIANHAILIANHETIANHECHUNZHAIC
003500,鑫元聚利债券,债券型-长债,XYJLZQ,XINYUANJULIZHAIQUAN
003501,宏利睿智稳健混合A,混合型-灵活,HLRZWJHHA,HONGLIRUIZHIWENJIANHUNHEA
